"datasetID";"supportID";"rexaID";"author";"title";"venue";"year";"window";"mykey"
90;"0C543EE2403E5E986309215F48B47EF69BF46806";"abf0c261ab7aa462cd5cbc290cb7963cdf4f9ee8";"Miguel Moreira and Alain Hertz and Eddy Mayoraz";"Data binarization by discriminant elimination";"Proceedings of the ICML-99 Workshop: From Machine Learning to";"";"that Ideal is eliminative, while SG is constructive: SG is executed until consistency is attained, while in Ideal consistency is never lost, if verified initially. (This may not be the case for datasets with missing values, e.g. <b>soybean</b> ) The other, very important aspect is that Ideal is heavily grounded on the original attributes. Concerning the comparison between Ideal, SG, and decision trees,";135
91;"0C543EE2403E5E986309215F48B47EF69BF46806";"abf0c261ab7aa462cd5cbc290cb7963cdf4f9ee8";"Miguel Moreira and Alain Hertz and Eddy Mayoraz";"Data binarization by discriminant elimination";"Proceedings of the ICML-99 Workshop: From Machine Learning to";"";"that Ideal is eliminative, while SG is constructive: SG is executed until consistency is attained, while in Ideal consistency is never lost, if verified initially. (This may not be the case for datasets with missing values, e.g. <b>soybean</b> ) The other, very important aspect is that Ideal is heavily grounded on the original attributes. Concerning the comparison between Ideal, SG, and decision trees,";136
2;"0D1F16A20A2E7C102366784CCCFE8FFE8111FF7C";"8e003bfae7c07cdeeb0ae5f251d545873364dd1e";"David R. Musicant and Alexander Feinberg";"Active Set Support Vector Regression";"";"";"Census 30k, is a version of the US Census Bureau  <b>Adult</b>  dataset, which is publicly available from Silicon Graphics' website [39]. This ""Adult"" dataset contains nearly 300,000 data points with 11 numeric attributes, and is used for predicting income levels based";137
20;"0D1F16A20A2E7C102366784CCCFE8FFE8111FF7C";"8e003bfae7c07cdeeb0ae5f251d545873364dd1e";"David R. Musicant and Alexander Feinberg";"Active Set Support Vector Regression";"";"";"problems. It contains 506 data points with 12 numeric attributes, and one binary categorical attribute. The goal is to determine median home values, based on various <b>census</b> attributes. This dataset is available at the UCI repository [37]. The second dataset, Comp-Activ, was obtained from the Delve website [38]. This dataset contains 8192 data points and 25 numeric attributes. We implemented";138
48;"0D1F16A20A2E7C102366784CCCFE8FFE8111FF7C";"8e003bfae7c07cdeeb0ae5f251d545873364dd1e";"David R. Musicant and Alexander Feinberg";"Active Set Support Vector Regression";"";"";"were used for the first round of experiments. The first dataset, Boston <b>Housing</b>  is a fairly standard dataset used for testing regression problems. It contains 506 data points with 12 numeric attributes, and one binary categorical attribute. The goal is to";139
116;"0D1F16A20A2E7C102366784CCCFE8FFE8111FF7C";"8e003bfae7c07cdeeb0ae5f251d545873364dd1e";"David R. Musicant and Alexander Feinberg";"Active Set Support Vector Regression";"";"";"attributes. We implemented the ""cpu prototask"", which involves using 21 of these attributes to predict what fraction of a CPU's processing time is devoted to a specific mode (""user mode""). The third dataset, Census 30k, is a version of the <b>US Census</b> Bureau ""Adult"" dataset, which is publicly available from Silicon Graphics' website [39]. This ""Adult"" dataset contains nearly 300,000 data points with 11";140
50;"0D709C7F1575F29D5583948922D082D87B4B312B";"06d7cfa086a7ed2a236674fa2ea7271dfacf9a54";"K. A. J Doherty and Rolf Adams and Neil Davey";"Non-Euclidean Norms and Data Normalisation";"Department of Computer Science, University of Hertfordshire, College Lane";"";"We repeated the empirical test of NN search using both fractional and higher-order L r norms in [1] with the Ionosphere, Wisconsin Diagnostic Breast Cancer (WDBC), and <b>Image Segmentation</b> labelled data sets from the UCI Machine Learning Repository [5]. We report only a single representative result set. Table I shows the results of the nearest neighbour search on the raw Image Segmentation data set,";141
147;"0D709C7F1575F29D5583948922D082D87B4B312B";"06d7cfa086a7ed2a236674fa2ea7271dfacf9a54";"K. A. J Doherty and Rolf Adams and Neil Davey";"Non-Euclidean Norms and Data Normalisation";"Department of Computer Science, University of Hertfordshire, College Lane";"";"We repeated the empirical test of NN search using both fractional and higher-order L r norms in [1] with the Ionosphere, Wisconsin Diagnostic Breast Cancer (WDBC), and <b>Image Segmentation</b> labelled data sets from the UCI Machine Learning Repository [5]. We report only a single representative result set. Table I shows the results of the nearest neighbour search on the raw Image Segmentation data set,";142
45;"0DCCEDA9B9DC75A2AD584A8F81ED07BEE8E24E9B";"10467f2e9d4c1e175205a0dc36a18f1915286d21";"Bruce H. Edmonds";"Using Localised `Gossip' to Structure Distributed Learning";"Centre for Policy Modelling";"";"in which they are found to work. This approach is compared to the equivalent global evolutionary computation approach with respect to predicting the occurrence of <b>heart</b> disease in the Cleveland data set. It outperforms a global approach, but the space of attributes within which this evolutionary process occurs can greatly effect the efficiency of the technique. 1. Introduction The idea here is to";143
1;"0E5715775ED4C7FCA23ADA1814AF77075D0C17E0";"e7628956b46a78e64774af25d99c0afd0cf90001";"Johannes Furnkranz";"Pairwise Classification as an Ensemble Technique";"Austrian Research Institute for Artificial Intelligence";"";"with c5.0 as a base learner. For these, we give both the absolute error rate and the performance ratio relative to the base learner c5.0. The last line shows the geometric average of these ratios. dataset c5.0 round robin boosting both <b>abalone</b> 78.48 75.08 0.957 77.88 0.992 74.67 0.951 car 7.58 5.84 0.771 3.82 0.504 1.85 0.244 glass 35.05 24.77 0.707 27.57 0.787 22.90 0.653 image 3.20 2.90 0.905 1.60";144
9;"0E5715775ED4C7FCA23ADA1814AF77075D0C17E0";"e7628956b46a78e64774af25d99c0afd0cf90001";"Johannes Furnkranz";"Pairwise Classification as an Ensemble Technique";"Austrian Research Institute for Artificial Intelligence";"";"Four of the datasets (Pole Telecom, MV Artificial, <b>Auto</b> <b>MPG</b>  and Triazines) seem to be completely unamenable to pairwise classification, i.w., j48 performs better in all three classification settings. This, however,";145
2;"0ECCC4496649F2C86A6D836C3CED3E36428AF5E1";"0767f0171b0f74f96978a41f3e947ea91cc9dbd3";"Alexander J. Smola and Vishy Vishwanathan and Eleazar Eskin";"Laplace Propagation";"NIPS";"2003";"X i h# i , #i, (17) with the joint minimizer being the average of the individual solutions. 5 Experiments To test our ideas we performed a set of experiments with the widely available Web and <b>Adult</b> datasets from the UCI repository [1]. All experiments were performed on a 2.4 MHz Intel Xeon machine with 1 GB RAM using MATLAB R13. We used a RBF kernel with # 2 = 10 [8], to obtain comparable results. We";146
144;"0F0EB11BBB812C9BF25113DA1684F76B565C51DB";"7be023799304644bda7d6afa9f31043a1f31511c";"Paul O' Dea and David Griffith and Colm O' Riordan";"DEPARTMENT OF INFORMATION TECHNOLOGY";"P. O'Dea (NUI";"";"network (as described earlier), using back-propagation as a learning algorithm, is used to classify the tuples t 1 : : : t n based on the attributes s 1 : : : s n . 5 Results 5.1 The <b>German Credit</b> Data Set In order to facilitate testing of the developed approach, experiments were conducted using the german credit data set 1 . The german credit data set contains information on 1000 loan applicants.";147
80;"0F5F56C26AD2F3C07049B88FF74ED4C5FA7B2C12";"b60b36ac9d879270bfd990b761897f1f168612b7";"Claudio Gentile";"A New Approximate Maximal Margin Classification Algorithm";"NIPS";"2000";"The 214 Approximate Maximal Margin Classification real-world datasets are well-known <b>Optical</b> Character <b>Recognition</b> (OCR) benchmarks. On these datasets we followed the experimental setting described by Cortes and Vapnik (1995), Freund and Schapire (1999), Li and Long";148
45;"100D35E18A98D1714A33B97ECC2DF0C94847D9A8";"e876da6abdabda18a2ba345cc2b24f8053be51c9";"D. Randall Wilson and Roel Martinez";"Machine Learning: Proceedings of the Fourteenth International Conference, Morgan";"In Fisher";"1997";"seem to be especially well suited for these reduction techniques. For example, RT3 required less than 2% storage for the <b>Heart</b> Swiss dataset, yet it achieved even higher generalization accuracy than the kNN algorithm. On the other hand, some datasets were not so appropriate. On the Vowel dataset, for example, RT3 required over 45% of the";149
20;"1039FE5FA3BEA62639A190437F84DA4FF4AA8235";"ba8db8dddfba95ce7d20f5376a39c4ff6ed38d0c";"Dennis P. Groth and Edward L. Robertson";"An Entropy-based Approach to Visualizing Database Structure";"VDB";"2002";"The data we use in our visualization is drawn from a variety of sources, including the U.S. <b>Census</b> [1], the U.C.I. Machine Learning Repository [2], and the Wisconsin Benchmark [7]. The specific dataset we used for the Census was the 1990 Indiana Public Use Microdata Sample (PUMS), which has 125 attributes. Our first application is the visualization of frequency distributions. An obvious technique";150
7;"104A2E37BB70A9717D6E0AA36637C3E198E7BD71";"692880d7b3356df64bfa0f06a683f89e4ce6955b";"Vassilis Athitsos and Stan Sclaroff";"Boosting Nearest Neighbor Classifiers for Multiclass Recognition";"Boston University Computer Science Tech. Report No, 2004-006";"2004";"We did not use four datasets (dermatology,soybean, thyroid, <b>audiology</b>  because they have missing attributes, which our current formulation cannot handle. One dataset (ecoli) contains a nominal attribute, whichour current";151
8;"104A2E37BB70A9717D6E0AA36637C3E198E7BD71";"692880d7b3356df64bfa0f06a683f89e4ce6955b";"Vassilis Athitsos and Stan Sclaroff";"Boosting Nearest Neighbor Classifiers for Multiclass Recognition";"Boston University Computer Science Tech. Report No, 2004-006";"2004";"We did not use four datasets (dermatology,soybean, thyroid, <b>audiology</b>  because they have missing attributes, which our current formulation cannot handle. One dataset (ecoli) contains a nominal attribute, whichour current";152
33;"104A2E37BB70A9717D6E0AA36637C3E198E7BD71";"692880d7b3356df64bfa0f06a683f89e4ce6955b";"Vassilis Athitsos and Stan Sclaroff";"Boosting Nearest Neighbor Classifiers for Multiclass Recognition";"Boston University Computer Science Tech. Report No, 2004-006";"2004";"We ended up using only eight of those datasets. We did not use four datasets  <b>dermatology</b> soybean, thyroid, audiology) because they have missing attributes, which our current formulation cannot handle. One dataset (ecoli) contains a nominal";153
39;"104A2E37BB70A9717D6E0AA36637C3E198E7BD71";"692880d7b3356df64bfa0f06a683f89e4ce6955b";"Vassilis Athitsos and Stan Sclaroff";"Boosting Nearest Neighbor Classifiers for Multiclass Recognition";"Boston University Computer Science Tech. Report No, 2004-006";"2004";"(dermatology,soybean, thyroid, audiology) because they have missing attributes, which our current formulation cannot handle. One dataset  <b>ecoli</b>  contains a nominal attribute, whichour current implementation cannot handle in practice; this Table 3. For each dataset, we counthowmanyvariations of AdaBoost.MO gave lower (<), equal (=),";154
42;"104A2E37BB70A9717D6E0AA36637C3E198E7BD71";"692880d7b3356df64bfa0f06a683f89e4ce6955b";"Vassilis Athitsos and Stan Sclaroff";"Boosting Nearest Neighbor Classifiers for Multiclass Recognition";"Boston University Computer Science Tech. Report No, 2004-006";"2004";"used in the experiments, largely copied from (Allwein et al., 2000). Dataset Train Test Attributes Classes <b>glass</b> 214 - 9 6 isolet 6238 1559 617 26 letter 16000 4000 16 26 pendigits 7494 3498 16 10 satimage 4435 2000 36 6 segmentation 2310 - 19 7 vowel 528 462 10 11 yeast";155
54;"104A2E37BB70A9717D6E0AA36637C3E198E7BD71";"692880d7b3356df64bfa0f06a683f89e4ce6955b";"Vassilis Athitsos and Stan Sclaroff";"Boosting Nearest Neighbor Classifiers for Multiclass Recognition";"Boston University Computer Science Tech. Report No, 2004-006";"2004";"and the best result attained among the 6 variations of 
aive"" k-nn classification. For our method we also provide the standard deviation across multiple trials, except for the <b>isolet</b> dataset where we only ran one trial of our algorithm. Dataset Boost-NN Allwein Naive k-nn glass 24.4 # 1.7 25.2 26.8 isolet 6.5 5.3 7.6 letter 3.5 # 0.2 7.1 4.5 pendigits 3.9 # 0.6 2.9 2.2 satimage 9.6 #";156
90;"104A2E37BB70A9717D6E0AA36637C3E198E7BD71";"692880d7b3356df64bfa0f06a683f89e4ce6955b";"Vassilis Athitsos and Stan Sclaroff";"Boosting Nearest Neighbor Classifiers for Multiclass Recognition";"Boston University Computer Science Tech. Report No, 2004-006";"2004";"We did not use four datasets (dermatology <b>soybean</b>  thyroid, audiology) because they have missing attributes, which our current formulation cannot handle. One dataset (ecoli) contains a nominal attribute, whichour current";157
91;"104A2E37BB70A9717D6E0AA36637C3E198E7BD71";"692880d7b3356df64bfa0f06a683f89e4ce6955b";"Vassilis Athitsos and Stan Sclaroff";"Boosting Nearest Neighbor Classifiers for Multiclass Recognition";"Boston University Computer Science Tech. Report No, 2004-006";"2004";"We did not use four datasets (dermatology <b>soybean</b>  thyroid, audiology) because they have missing attributes, which our current formulation cannot handle. One dataset (ecoli) contains a nominal attribute, whichour current";158
102;"104A2E37BB70A9717D6E0AA36637C3E198E7BD71";"692880d7b3356df64bfa0f06a683f89e4ce6955b";"Vassilis Athitsos and Stan Sclaroff";"Boosting Nearest Neighbor Classifiers for Multiclass Recognition";"Boston University Computer Science Tech. Report No, 2004-006";"2004";"We did not use four datasets (dermatology,soybean, <b>thyroid</b>  audiology) because they have missing attributes, which our current formulation cannot handle. One dataset (ecoli) contains a nominal attribute, whichour current";159
